StockCode,title,description,features,category,tags,attributes,Price,image_url
20665,RED SPOTTED PURSE,"A stylish and unique purse with red spots, made of high-quality leather.","[""Red spotted design"", ""High-quality leather material""]",Accessories,"[""Fashionable"", ""Unique"", ""Leather""]","{""color"": ""Red"", ""material"": ""Leather"", ""style"": ""Fashionable""}",2.95,"['https://m.media-amazon.com/images/I/71wMlQE7ctL._AC_UL640_QL65_.jpg', 'https://m.media-amazon.com/images/I/41FETHPABTL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/81rJDITwD5L._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/41FETHPABTL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61wsLH6ba5L._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71KTaexT1DL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/711LRiWaeNL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/41FETHPABTL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71OVACSBEgL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61xfzzVa4vL._AC_UL320_.jpg']"
20668,DISCO BALL CHRISTMAS DECORATION,A disco ball Christmas decoration that adds a vibrant and playful touch to your holiday decor.,"[""vibrant color"", ""playful design"", ""decorative for holidays""]",Decorations,"[""holiday decorations"", ""party supplies"", ""fun decorations""]","{""color"": ""red, blue, green"", ""material"": ""plastic"", ""style"": ""modern""}",0.1,"['https://m.media-amazon.com/images/I/515tEUCJ-8L._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71j3qHSYgOL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/8157pJxu0uL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/81DUxV0d5mL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/81t-GBxKXsL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61zMYR5hlZL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61NDDUYoknL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/7145-XksOHL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71ETDsvBo7L._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/81OYpewHndL._AC_UL320_.jpg']"
20669,RED HEART LUGGAGE TAG,A stylish and durable luggage tag with a heart design.,"[""Stylish"", ""Durable"", ""Heart Design""]",Luggage Tags,"[""Red"", ""Heart"", ""Luggage""]","{""color"": ""Red"", ""material"": ""Polyester"", ""style"": ""Classic""}",1.25,"['https://m.media-amazon.com/images/I/51qyP28iUnL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/51IWntJ2xgL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71ssY5QCbdL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71C55MoG-4L._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/51EI5HnpVnL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/41+cQXpVXwL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71pK8ygI6IL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/712QQU39vWL._AC_UL640_QL65_.jpg', 'https://m.media-amazon.com/images/I/41rsStxvLhL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/717j8j-redL._AC_UL320_.jpg']"
20671,BLUE TEATIME PRINT BOWL,A stylish and functional blue teatime print bowl designed for everyday use.,"[""Printed design"", ""Stylish blue color"", ""Functional""]",Kitchenware,"[""Kitchen"", ""Bowl"", ""Design""]","{""color"": ""Blue"", ""material"": ""Plastic"", ""style"": ""Printed""}",2.57,"['https://m.media-amazon.com/images/I/51Mf+XXp4VL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/51bMOEF2WvL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/41n-XGqy4VL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61x9j5Y6yHL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/512R1hQkdvL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/714Kw8-js+L._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/41AKAgVGLWL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/51kKA4G718L._AC_UL320_.jpg']"
20674,GREEN SPOTTY BOWL,A unique and colorful bowl with a spot pattern on the surface.,"[""Spot pattern"", ""Colorful design""]",Kitchenware,"[""Decorative"", ""Unique"", ""Colorful""]","{""color"": ""Green"", ""material"": ""Plastic"", ""style"": ""Bowl""}",2.57,"['https://m.media-amazon.com/images/I/71JoCNtPtkL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/51yWd+-STtL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71CkYWG1AIL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71kYpOPoe0L._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71muwCbTd2L._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61BCXk4v29L._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/41-ndf44RnL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71Sm3+S8GbL._AC_UL640_QL65_.jpg', 'https://m.media-amazon.com/images/I/51j3NI8ZSgS._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71afGs-HACL._AC_UL320_.jpg']"
20675,BLUE SPOTTY BOWL,A unique and stylish blue spotted bowl with a spotless finish.,"[""Spotless Finish"", ""Blue Spotted Design""]",Kitchenware,"[""Kitchen Utensils"", ""Decorative Bowls""]","{""color"": ""Blue"", ""material"": ""Stainless Steel"", ""style"": ""Spotted""}",1.25,"['https://m.media-amazon.com/images/I/51CjR5bKlHL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/31s2cfLlOsL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/41xj0jdzNIL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61tIpONfdNL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/51sIKFNHw9L._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/31GYf92oifL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71NPkrGymiL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71Sm3+S8GbL._AC_UL640_QL65_.jpg', 'https://m.media-amazon.com/images/I/81sn7TSKcsL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61UwIZVV7CL._AC_UL320_.jpg']"
20676,RED SPOTTY BOWL,A unique and colorful bowl with a spotted design.,"[""Red color"", ""Spot design""]",Kitchenware,"[""Kitchen utensils"", ""Decorative kitchen items""]","{""color"": ""Red"", ""material"": ""Plastic"", ""style"": ""Spotted""}",1.25,"['https://m.media-amazon.com/images/I/51j+I6vUiXL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61aWMz00glL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/41Pv0ecPYsL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/5124BqEUEgL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71koqoMUtHL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/610LZdEpNdL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61JK-TL5zKL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/713mnNa3ViL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71Sm3+S8GbL._AC_UL640_QL65_.jpg', 'https://m.media-amazon.com/images/I/815ElcVUwDL._AC_UL320_.jpg']"
20676,RED SPOTTY BOWL,A unique and colorful bowl with a spotted design.,"[""Red color"", ""Spot design""]",Kitchenware,"[""Kitchen utensils"", ""Decorative kitchen items""]","{""color"": ""Red"", ""material"": ""Plastic"", ""style"": ""Spotted""}",2.51,"['https://m.media-amazon.com/images/I/51kKA4G718L._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71v4giHZ3jL._AC_UL640_QL65_.jpg', 'https://m.media-amazon.com/images/I/61YaICjwJXL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61B3Y253LRL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71Sm3+S8GbL._AC_UL640_QL65_.jpg', 'https://m.media-amazon.com/images/I/61xnobApz9L._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71Sm3+S8GbL._AC_UL640_QL65_.jpg', 'https://m.media-amazon.com/images/I/71Q73hcKlYL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/512R1hQkdvL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71S5Nnz5yuL._AC_UL320_.jpg']"
20676,RED RETROSPOT BOWL,A unique and retro-inspired bowl with a vibrant red color and a vintage-style design.,"[""Retro-inspired design"", ""Vibrant red color""]",Kitchenware,"[""retro"", ""kitchenware"", ""red""]","{""color"": ""Red"", ""material"": ""Plastic"", ""style"": ""Vintage""}",1.25,"['https://m.media-amazon.com/images/I/51j+I6vUiXL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61aWMz00glL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/41Pv0ecPYsL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/5124BqEUEgL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71koqoMUtHL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/610LZdEpNdL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61JK-TL5zKL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/713mnNa3ViL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71Sm3+S8GbL._AC_UL640_QL65_.jpg', 'https://m.media-amazon.com/images/I/815ElcVUwDL._AC_UL320_.jpg']"
20676,RED RETROSPOT BOWL,A unique and retro-inspired bowl with a vibrant red color and a vintage-style design.,"[""Retro-inspired design"", ""Vibrant red color""]",Kitchenware,"[""retro"", ""kitchenware"", ""red""]","{""color"": ""Red"", ""material"": ""Plastic"", ""style"": ""Vintage""}",2.51,"['https://m.media-amazon.com/images/I/51kKA4G718L._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71v4giHZ3jL._AC_UL640_QL65_.jpg', 'https://m.media-amazon.com/images/I/61YaICjwJXL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61B3Y253LRL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71Sm3+S8GbL._AC_UL640_QL65_.jpg', 'https://m.media-amazon.com/images/I/61xnobApz9L._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71Sm3+S8GbL._AC_UL640_QL65_.jpg', 'https://m.media-amazon.com/images/I/71Q73hcKlYL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/512R1hQkdvL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71S5Nnz5yuL._AC_UL320_.jpg']"
20677,PINK SPOTTY BOWL,A unique and colorful bowl with pink spots that adds a playful touch to any dining experience.,"[""Pink Spotty Design"", ""Unique Color Palette"", ""Versatile for Various Occasions""]",Kitchenware,"[""Kitchen Utensils"", ""Decorative Bowls"", ""Dining Accessories""]","{""color"": ""Pink"", ""material"": ""Plastic"", ""style"": ""Spotted""}",1.25,"['https://m.media-amazon.com/images/I/51arH7vluDL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71T5pqtKXJL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71nBCZYa6tL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/81dR2pWxgkL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61SoZvt-sdL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71Zek8MWGqL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61VY2Euux2L._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61nSQm6HznL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/41jZptVt2pL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61BLOfyu69L._AC_UL320_.jpg']"
20679,EDWARDIAN PARASOL RED,A beautiful Edwardian style parasol with red color and wooden frame.,"[""Edwardian style"", ""Red color"", ""Wooden frame""]",Outdoor Furniture,"[""parasol"", ""red"", ""wooden frame""]","{""color"": ""Red"", ""material"": ""Wood"", ""style"": ""Edwardian""}",5.95,"['https://m.media-amazon.com/images/I/515qEm9IJHL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/81fS9rVgyYL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/51pdb2ATlXL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/51MJQnE8n9L._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/81Pcp3McBeL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/51TcahyRuqL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/41YIz4WHW4L._AC_UL640_QL65_.jpg', 'https://m.media-amazon.com/images/I/51TcahyRuqL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71VUa0SSNEL._AC_UL640_QL65_.jpg', 'https://m.media-amazon.com/images/I/41bTh4S3ryL._AC_UL320_.jpg']"
20681,PINK SPOTTY CHILDS UMBRELLA,A pink spotted children's umbrella with a colorful pattern and a large size.,"[""Pink spotted design"", ""Large size""]",Children's Umbrellas,"[""children's"", ""umbrella"", ""spotted""]","{""color"": ""Pink"", ""material"": ""Polyester"", ""style"": ""Spotted""}",3.25,"['https://m.media-amazon.com/images/I/81dP7Mydo8L._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71yAvRb+UPL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61-MeMnV50L._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/31URJxb-XWL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/41YIz4WHW4L._AC_UL640_QL65_.jpg', 'https://m.media-amazon.com/images/I/21rk3Z5Bg9L._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/81fS9rVgyYL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/6107iW-IkVL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71n70dI8TNL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71MzBJP1wRL._AC_UL320_.jpg']"
20681,PINK SPOTTY CHILDS UMBRELLA,A pink spotted children's umbrella with a colorful pattern and a large size.,"[""Pink spotted design"", ""Large size""]",Children's Umbrellas,"[""children's"", ""umbrella"", ""spotted""]","{""color"": ""Pink"", ""material"": ""Polyester"", ""style"": ""Spotted""}",6.77,"['https://m.media-amazon.com/images/I/713pEEtLoGL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/51-flkMqD2L._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61jYfzcqPFL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61p60abozFL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/41rNHR9CDTL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61y2cFEcqxL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/812AvavUB7L._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/41rNHR9CDTL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61LmfAFX7qL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71w26E1dgHL._AC_UL320_.jpg']"
20681,PINK POLKADOT CHILDRENS UMBRELLA,A pink polka dot children's umbrella with a colorful design.,"[""Polka dots"", ""Children's size""]",Children's Umbrellas,"[""childrens"", ""umbrella"", ""polkadot""]","{""color"": ""Pink"", ""material"": ""Polyester"", ""style"": ""Umbrella""}",3.25,"['https://m.media-amazon.com/images/I/81dP7Mydo8L._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71yAvRb+UPL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61-MeMnV50L._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/31URJxb-XWL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/41YIz4WHW4L._AC_UL640_QL65_.jpg', 'https://m.media-amazon.com/images/I/21rk3Z5Bg9L._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/81fS9rVgyYL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/6107iW-IkVL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71n70dI8TNL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71MzBJP1wRL._AC_UL320_.jpg']"
20681,PINK POLKADOT CHILDRENS UMBRELLA,A pink polka dot children's umbrella with a colorful design.,"[""Polka dots"", ""Children's size""]",Children's Umbrellas,"[""childrens"", ""umbrella"", ""polkadot""]","{""color"": ""Pink"", ""material"": ""Polyester"", ""style"": ""Umbrella""}",6.77,"['https://m.media-amazon.com/images/I/713pEEtLoGL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/51-flkMqD2L._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61jYfzcqPFL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61p60abozFL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/41rNHR9CDTL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61y2cFEcqxL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/812AvavUB7L._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/41rNHR9CDTL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61LmfAFX7qL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71w26E1dgHL._AC_UL320_.jpg']"
20682,RED SPOTTED CHILD'S UMBRELLA,This red spotted children's umbrella is made of durable fabric and features a stylish design.,"[""Durable fabric"", ""Stylish design""]",Children's Umbrellas,"[""children's umbrellas"", ""red"", ""spotted"", ""umbrella""]","{""color"": ""Red"", ""material"": ""Durable fabric"", ""style"": ""Stylish""}",3.25,"['https://m.media-amazon.com/images/I/51z7ywdANFL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/51uAuOCKMcS._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61IRDe-fIWL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71n+PWqeTsL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71Yit9M0NJL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/51Po7U+j2IL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/31Jfgtjx9AL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61T0p1jo0+L._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/713pEEtLoGL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/812AvavUB7L._AC_UL320_.jpg']"
20682,RED SPOTTED CHILD'S UMBRELLA,This red spotted children's umbrella is made of durable fabric and features a stylish design.,"[""Durable fabric"", ""Stylish design""]",Children's Umbrellas,"[""children's umbrellas"", ""red"", ""spotted"", ""umbrella""]","{""color"": ""Red"", ""material"": ""Durable fabric"", ""style"": ""Stylish""}",6.77,"['https://m.media-amazon.com/images/I/71PSMf1KIwL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/51KTfrBFt-L._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/41UesSvLByL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71oOQ0yuUIL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/51xUP00Qu2L._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/41YIz4WHW4L._AC_UL640_QL65_.jpg', 'https://m.media-amazon.com/images/I/51JjjLBcl3L._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/413FGTW3JUL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71-Nlw+2RaL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/51WvPE0k39L._AC_UL320_.jpg']"
20682,RED RETROSPOT CHILDRENS UMBRELLA,Red retro spot children's umbrella with colorful pattern and adjustable size.,"[""Red color"", ""Retro style"", ""Adjustable size""]",Children's Umbrellas,"[""children"", ""umbrella"", ""retro""]","{""color"": ""Red"", ""material"": ""Polyester"", ""style"": ""Retro""}",3.25,"['https://m.media-amazon.com/images/I/51z7ywdANFL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/51uAuOCKMcS._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61IRDe-fIWL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71n+PWqeTsL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71Yit9M0NJL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/51Po7U+j2IL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/31Jfgtjx9AL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61T0p1jo0+L._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/713pEEtLoGL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/812AvavUB7L._AC_UL320_.jpg']"
20682,RED RETROSPOT CHILDRENS UMBRELLA,Red retro spot children's umbrella with colorful pattern and adjustable size.,"[""Red color"", ""Retro style"", ""Adjustable size""]",Children's Umbrellas,"[""children"", ""umbrella"", ""retro""]","{""color"": ""Red"", ""material"": ""Polyester"", ""style"": ""Retro""}",6.77,"['https://m.media-amazon.com/images/I/71PSMf1KIwL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/51KTfrBFt-L._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/41UesSvLByL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71oOQ0yuUIL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/51xUP00Qu2L._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/41YIz4WHW4L._AC_UL640_QL65_.jpg', 'https://m.media-amazon.com/images/I/51JjjLBcl3L._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/413FGTW3JUL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71-Nlw+2RaL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/51WvPE0k39L._AC_UL320_.jpg']"
20684,STRAWBERRY DREAM CHILDS UMBRELLA,"A vibrant and playful umbrella with a strawberry theme, perfect for summer days.","[""Strawberry-themed design"", ""Water-resistant material"", ""Easy-to-carry handle""]",Children's Umbrellas,"[""summer"", ""rain"", ""umbrella"", ""strawberry""]","{""color"": ""Strawberry"", ""material"": ""Water-resistant fabric"", ""style"": ""Brightly colored""}",3.25,"['https://m.media-amazon.com/images/I/316mlBuQFwL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/91x5r99P+lL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71n70dI8TNL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/812AvavUB7L._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/918Vo03IDcL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/51xlEDrk7HL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71afm9JE5aL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61ytHk9UGHL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/41xdCDkrrZL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71A7GkGZHbL._AC_UL320_.jpg']"
20685,RED SPOTTY COIR DOORMAT,A unique and stylish doormat with a red spotted pattern made from coir material.,"[""Red spotted design"", ""Coir material""]",Home & Garden,"[""Decorative"", ""Dormant"", ""Natural""]","{""color"": ""Red"", ""material"": ""Coir"", ""style"": ""Dormant""}",6.75,"['https://m.media-amazon.com/images/I/81HEgZ0W4aL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/81MznTPC0eL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/81cACISZBmL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71vwCJc4vmL._AC_UL640_QL65_.jpg', 'https://m.media-amazon.com/images/I/81nC+ddo4AL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/81d3fB+iooS._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61Z+G1U2oZL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61XVjjE3loS._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/619vpLg59aL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/81g+22q-bvL._AC_UL320_.jpg']"
